290200,283166,325000,322363
290200,283568,325600,322714
290400,283600,325714,322800
290428,283866,325764,322800
290524,284109,325800,322909
290703,284285,325937,323370
291062,284625,326083,323493
291142,285466,326125,323500
291166,285923,326277,323555
291250,286107,326447,323600
291660,286291,326565,324000
291769,286428,326750,324200
292133,286736,327733,324437
292181,286756,328000,324826
292400,286800,328333,324833
292833,286833,328333,325520
293000,287000,328714,325642
293200,287400,329333,325750
293937,287500,329476,325916
294352,287500,329544,326500
294642,287781,330033,326666
295225,287787,330173,326875
295363,287875,330282,327693
295526,288315,330500,327800
296000,288382,330625,327852
296117,288428,331100,327976
296190,288625,331285,328000
296214,288900,331409,328142
296363,289000,331479,328222
296571,289666,331833,328777
296928,289700,331870,329222
297000,290000,332000,329500
297138,290142,332058,329833
297333,290440,332666,330157
297600,290478,332827,331048
297666,290571,333266,331111
297784,290850,333454,331300
298000,291028,333666,331333
298238,291062,334062,331333
298250,291458,334111,331783
298277,292000,334950,331888
298307,292036,335000,332181
298666,292333,335000,332222
298857,292833,335428,332875
299250,292846,335804,332888
299375,292846,336000,332941
299400,292875,336111,333166
299500,293000,336142,333916
299500,293000,336937,334000
299736,293117,337000,334600
300166,293826,337000,334600
300333,293826,337555,334666
300653,293843,337590,334857
300722,293875,338250,335000
301096,294000,338400,335071
301166,294363,338600,335400
301500,294416,338923,335571
302137,294428,339378,336000
302514,294434,339900,336090
302722,294739,339923,336909
302733,294833,340250,337384
303017,294888,340400,337700
303176,294900,340500,337789
303458,295000,340529,338000
303500,295484,340888,338000
303500,295656,340937,338111
303900,295769,341000,338666
304000,295933,341012,338666
304000,296142,341250,338730
305521,296750,341285,339000
305647,296846,341545,339600
305750,297000,341615,339820
305875,297250,341666,340000
305941,297442,342000,340125
306142,298000,342200,340228
306166,298105,342642,340565
306333,298600,343111,340666
306428,299293,343285,341000
306571,299327,343363,342000
306758,299400,343414,342800
306777,299538,343888,343428
307113,300475,344333,344466
307333,300729,344617,344909
307444,301114,344690,345000
307847,301375,345000,345121
307857,301666,345184,345166
308200,302000,345300,345400
308285,302193,345800,345538
308800,302571,345880,345916
309032,302909,346166,346700
309037,303600,346166,346705
309083,303687,346285,347000
309111,304000,346666,347000
309166,304189,346888,347222
309526,304347,347000,347307
309736,304400,347045,347531
309800,304410,347350,347600
310000,304500,347384,347769
310545,305631,347800,348000
310933,306180,347909,348611
311093,306227,348142,349380
311222,306545,348382,349714
311500,306600,348387,350666
311500,306750,348421,350687
311571,307000,348777,351852
311696,307020,348977,352406
311857,307166,349153,353833
312300,307216,349312,355323
312414,307391,349363,355727
312700,307444,349400,356200
312785,307850,349500,357000
313125,309370,349833,357250
313294,309466,350428,357444
313454,310361,350600,357461
313583,310400,350700,357600
313777,310500,350764,358000
313857,310500,350833,358125
314100,310527,351333,358285
314103,310560,351777,359000
314176,310700,351800,359500
314650,310714,352050,359857
314777,310800,352222,360888
314800,311076,354200,362333
315000,311125,354250,362571
315142,311571,354666,362866
315222,311571,355200,363266
315363,312186,355625,363800
315400,312272,355666,363928
315500,312478,356354,364520
315500,312750,356416,364526
315833,312857,356500,364555
316500,313500,357057,364600
317153,313833,357111,364666
317200,314000,357333,365750
317200,314862,357500,365944
317272,314923,357500,366210
317466,315000,358040,366722
317818,316000,358500,367000
318111,316000,358600,367444
318200,316142,359000,367818
318444,316200,360333,368000
318459,316400,361062,368666
318600,316400,361214,369333
319000,316428,361954,369612
319166,316600,363166,369666
319250,316800,363923,370217
319500,317000,364000,370777
320333,317238,364375,371000
321000,317285,364444,371600
321000,317363,364454,372153
321031,317531,364500,372600
321250,317714,364600,372692
321681,318166,365210,372818
321833,318333,365727,373315
322166,318375,366166,374000
322300,319333,366833,374400
322590,319434,367111,375000
322833,319800,367250,375181
323000,319888,367640,375272
323076,320500,368200,376285
323434,320507,368300,376551
324000,321000,368375,377782
324066,321222,368454,377833
324818,321307,368454,378857
324851,321647,368500,379375
324909,321714,368600,379571
324916,322800,369461,379666
325142,322833,369500,379800
325230,323357,370583,379800
325736,323434,370700,380230
325750,323666,371571,380448
326800,323772,371666,380916
326952,323800,371800,381571
327153,323857,371800,381888
327285,324108,372111,382166
327800,324250,372250,382500
327857,324318,372600,382555
328863,324400,373230,382800
329000,325187,373400,383000
329315,325285,373708,383074
329600,325400,373900,383200
329625,325437,374428,383833
329666,325769,374555,384000
329714,325950,374590,384000
329800,325952,375294,384115
330200,326500,375875,384300
330434,326636,376081,384300
330666,326800,376133,384600
330731,326950,376200,385187
330750,327321,377315,385250
330857,327444,377965,385444
331000,327500,378285,386400
331333,327789,378888,386600
331761,328432,379200,386722
331892,328600,379428,387333
332666,328909,379892,387545
332900,328937,380000,387571
